name,meaning,name_origin,meaning_origin,birth_flower,trivia,image_url
ススキ（薄/芒）,"活力,心が通じる,悔いなき青春",すくすくと立つ木（草）という意味の「すくすき」が変化した説などがあります。秋の七草の一つで「尾花（おばな）」とも呼ばれます。,厳しい環境でも根を張り、刈られてもすぐに伸びてくる強い生命力から「活力」。お月見にススキを飾るのは、神様の依り代（よりしろ）として、神様と「心が通じる」ことを願うためと言われています。,"9月15日,10月22日",イネ科。東アジア原産。日本の秋の風景そのものです。昔は茅葺屋根の材料や家畜の餌として、生活に欠かせない資源でした。,https://upload.wikimedia.org/wikipedia/commons/d/d7/Miscanthus_sinensis_3.jpg
セントポーリア,"小さな愛,深窓の美女,親愛の情",19世紀末に東アフリカでこの花を発見したドイツ人、セントポール男爵にちなんで名付けられました。和名は「アフリカスミレ」。,室内の直射日光が当たらない場所（深窓）でも、一年中可愛い花を咲かせ続ける姿が、屋敷の奥で大切に育てられた箱入り娘を思わせることから「深窓の美女」。その可憐な姿から「小さな愛」とも。,"2月16日,12月22日",イワタバコ科。タンザニア原産。蛍光灯の光でも育つので「室内花の女王」と呼ばれます。世界中に熱心な愛好家がいる植物です。,https://upload.wikimedia.org/wikipedia/commons/e/ea/Saintpaulia_ionantha_051105.jpg
センニチコウ（千日紅）,"色あせぬ愛,不朽,不変,永遠の恋",花の色がとても長く保たれ、ドライフラワーにしても千日以上（長い間）色あせないと言われることから名付けられました。,水分が少なくてカサカサした花は、切った後も色や形がほとんど変わらないことから、永遠に変わらない気持ちを誓う「色あせぬ愛」「不朽」のシンボルとされます。,"8月14日,8月30日,9月22日",ヒユ科。熱帯アメリカ原産。暑さと乾燥にものすごく強く、夏の花壇の救世主です。丸いキャンディのような形が可愛らしい花です。,https://upload.wikimedia.org/wikipedia/commons/9/96/Gomphrena_globosa_Makro_2.jpg
センリョウ（千両）,"利益,裕福,財産,恵まれた才能",秋から冬につける真っ赤な実が美しく、お正月の縁起物として価値があることから、大金（千両）に例えて名付けられました。,たっぷりと実る赤い実が、豊かさや富を象徴することから「利益」「裕福」。マンリョウ（万両）と一緒に、商売繁盛や金運アップの縁起木として昔から愛されています。「恵まれた才能」は、葉の上に実がつく独特の姿から。,"1月3日,12月28日",センリョウ科。日本、東アジア原産。万両は葉の下に実がつきますが、千両は葉の上に実がつくのが特徴です。鳥に見つけてもらいやすくするためだそうです。,https://upload.wikimedia.org/wikipedia/commons/2/23/Sarcandra_glabra_fruit_2.jpg
ゼラニウム,"真の友情,尊敬,信頼,決心",実の形がツル（鶴）のくちばしに似ていることから、ギリシャ語の「鶴（geranos）」に由来します。,ヨーロッパでは昔から、窓辺にゼラニウムを飾ると魔除けや虫除けになると信じられていて、家を守る頼もしい花として「尊敬」「信頼」とされました。,"4月3日,4月24日,6月29日",フウロソウ科。南アフリカ原産。独特の強い香りがあり、ヨーロッパの街角では窓辺を飾る定番の花です。虫が嫌う成分を含んでいます。,https://upload.wikimedia.org/wikipedia/commons/3/3d/Geranium_Pelargonium_Flower.jpg
セツブンソウ（節分草）,"気品,光輝,人間嫌い",節分（2月初め）の頃に、他の花よりも先に咲くことから名付けられました。日本特産の「春の妖精（スプリング・エフェメラル）」です。,早春のまだ人が入らないような山奥で、雪を割ってひっそりと白い花を咲かせる姿が、世俗を離れた隠者のように見えることから「人間嫌い」。その透き通るような美しさから「気品」とも。,2月3日,キンポウゲ科。日本固有種。石灰岩質の土地が好きです。乱獲で絶滅危惧種になってしまい、自生地は大切に保護されています。,https://upload.wikimedia.org/wikipedia/commons/3/36/Eranthis_pinnatifida_2.jpg
センダン（栴檀）,意見の相違,ことわざの「栴檀は双葉より芳し」の栴檀（白檀のこと）とは別の植物ですが、実の形が数珠に使われることから名付けられた説があります。,秋になると大量の実をつけ、葉が落ちた後も木に残って目立ちますが、その姿が美しいか、散らかって迷惑かで評価が分かれることや、実が苦いことから、複雑な人間関係や「意見の相違」を表すようになったと言われます。,6月26日,センダン科。西日本、アジア原産。成長が早く大きな木になります。初夏に薄紫色の小さな花を雲のように咲かせ、甘い香りを漂わせます。,https://upload.wikimedia.org/wikipedia/commons/f/f3/Melia_azedarach_flowers.jpg
ソバ（蕎麦）,"懐かしい思い出,喜びも悲しみも,恋人",実の形が角ばっていることから「稜（そば）」と呼ばれ、それが今の名前になりました。,痩せた土地や寒い場所でも育ち、飢饉の時に人々を救い、喜びも悲しみも共にしてきた歴史から「喜びも悲しみも」。白い小さな花が一面に咲く畑の風景が、故郷の原風景として「懐かしい思い出」を呼び起こします。,"9月11日,11月1日",タデ科。中央アジア原産。茎が赤いのは、土の神様に怒られて赤くなったという伝説があります。花は可愛いですが、日本の食文化にはなくてはならない存在です。,https://upload.wikimedia.org/wikipedia/commons/e/e0/Fagopyrum_esculentum_flower_closeup.jpg
ソテツ（蘇鉄）,"雄々しい,強がり",弱った時に、鉄クギを打ち込むと蘇る（元気になる）という言い伝えから「蘇鉄」と名付けられました。,太い幹が力強く立ち上がり、硬くて鋭い葉を四方に広げる姿が、鎧を着た武士のように見えることから「雄々しい」。南国的な生命力にあふれ、恐竜時代から生き残っている古代植物としての貫禄を感じさせます。,"8月22日,10月18日",ソテツ科。日本（九州南端・沖縄）、中国原産。種には猛毒があり、毒抜きせずに食べると死に至ることもあるので注意が必要です。,https://upload.wikimedia.org/wikipedia/commons/9/9e/Cycas_revoluta_female_flower.jpg
ソラマメ（空豆）,"憧れ,あどけなさ,奇跡",サヤが空に向かって立ってつくことから「空豆」。また、形が蚕（カイコ）に似ていることから「蚕豆」とも書きます。,サヤが空を見上げるように育つ姿が、天への「憧れ」を抱いているように見えることから。花には黒い点があり、少しとぼけたような愛嬌のある顔に見えるため「あどけなさ」とも。「ジャックと豆の木」のモデルとも言われ「奇跡」の意味も。,3月9日,マメ科。北アフリカ、西アジア原産。世界最古の農作物の一つです。最初は空を向いていますが、完熟するとサヤは下を向きます。,https://upload.wikimedia.org/wikipedia/commons/8/86/Vicia_faba_flowers.jpg
ソケイ（素馨）,"優美,愛らしさ,可憐",中国名の「素馨」をそのまま使っています。黄色い花を咲かせる「キソケイ」や、ジャスミンの仲間をまとめて呼ぶこともあります。,細い枝がしなやかに伸びて、先に鮮やかな黄色の小花を咲かせる姿が、飾り気がなく清楚で美しいことから「優美」「愛らしさ」。ジャスミンの仲間ですが、キソケイには香りがほとんどありません。,3月19日,モクセイ科。ヒマラヤ原産。鮮やかな黄色が春の庭を明るくしてくれます。,https://upload.wikimedia.org/wikipedia/commons/9/91/Jasminum_humile_flower.jpg
シュンラン（春蘭）,"気品,清純,飾らない心,控えめな美",春に咲く蘭であることから。花びらにホクロのような点があることから「ホクロ」という愛称でも親しまれています。,早春の里山で、枯れ葉の中からひっそりと緑色の花を咲かせる姿が、派手さはないものの、凛とした気高さと奥ゆかしさを感じさせることから「気品」「飾らない心」。日本人が昔から愛してきた「わびさび」を感じさせる花です。,"3月26日,4月2日",ラン科。日本、東アジア原産。日本最古の園芸蘭の一つです。花は塩漬けにして「蘭茶」としてお祝いの席で振る舞われます。,https://upload.wikimedia.org/wikipedia/commons/7/77/Cymbidium_goeringii_2.jpg
シュンギク（春菊）,"豊富,とっておき,私を信じて",春に菊に似た黄色い花を咲かせることから「春菊」。関西では「菊菜（キクナ）」と呼ばれることも多いです。,花が咲くと、まるで黄金の冠のように鮮やかで、株いっぱいに溢れるように咲くことから「豊富」。栄養価が高く、独特の香りが食欲をそそる「とっておき」の食材であることに由来します。,11月7日,キク科。地中海沿岸原産。日本では野菜としておなじみですが、ヨーロッパでは観賞用として育てられることが多く、食べるのは東アジアくらいです。,https://upload.wikimedia.org/wikipedia/commons/9/93/Glebionis_coronaria_flower.jpg
シキミ（樒）,"猛毒,甘い誘惑,援助",実が重なってつくことから「重実（しきみ）」、または実が有毒で「悪しき実」が変化したという説があります。,仏前や墓前にお供えする神聖な木ですが、植物全体、特に実に致死性の猛毒を含んでいることから「猛毒」。その香りが動物除けになり、死者を守る役割を果たしてきたことから、仏様の力を借りる「援助」とも。,12月30日,マツブサ科。日本、東アジア原産。実は中華料理のスパイス「八角」にそっくりですが、シキミは劇物なので絶対に食べてはいけません。,https://upload.wikimedia.org/wikipedia/commons/2/22/Illicium_anisatum_fruit.jpg
スイカズラ（吸葛）,"愛の絆,友愛,献身的な愛",花の蜜を吸うと甘いことから「吸い葛」。別名「金銀花」は、白から黄色へ花の色が変わることに由来します。,つるが他の木にしっかりと巻き付いて離れない様子から、強い結びつきを表す「愛の絆」。最初は白い花がやがて黄金色に変わる様子が、時間をかけて深まる関係や、金と銀が寄り添う夫婦のように見えることから「献身的な愛」。,"5月29日,6月15日,6月22日",スイカズラ科。日本全土に分布します。甘い香りがします。つぼみは「金銀花」という漢方薬になり、熱を下げたり毒を消したりする作用があります。,https://upload.wikimedia.org/wikipedia/commons/6/6e/Lonicera_japonica_flower.jpg
スノーフレーク,"純粋,汚れなき心,皆を惹きつける魅力",雪（Snow）のひとひら（Flake）のように可憐な花であることから。和名は「鈴蘭水仙（スズランスイセン）」。,スズランに似たベル型の花と、スイセンのような葉を持っています。純白の花びらの先に、緑色の水玉模様（スポット）がポツンと入っているのがチャームポイントで、その清楚で愛らしいアクセントが「汚れなき心」や「皆を惹きつける魅力」を象徴します。,"1月23日,2月17日,4月16日",ヒガンバナ科。中欧原産。スノードロップやスズランと間違われやすいですが、花びらの緑の点が最大の見分けポイントです。,https://upload.wikimedia.org/wikipedia/commons/2/29/Leucojum_aestivum_20160424_a.jpg
セキチク（石竹）,"純愛,才能,大胆,いつも愛して",岩場（石）に生え、葉が竹に似ていることから「石竹」。中国原産のナデシコの仲間です。,厳しい岩場でも美しく咲く強さと、ナデシコ特有の可憐さを併せ持つことから「純愛」。日本固有のカワラナデシコと並び、古くから「唐撫子（カラナデシコ）」として親しまれ、「大和撫子」のイメージの元の一つにもなりました。,"4月25日,5月28日",ナデシコ科。中国原産。平安時代に日本に来ました。とても丈夫で、日当たりさえ良ければやせ地でもよく育ちます。,https://upload.wikimedia.org/wikipedia/commons/c/c2/Dianthus_chinensis_0.5_R.jpg
サンシュユ（山茱萸）,"持続,耐久,強健",中国名の「山茱萸」の音読みです。秋にグミ（茱萸）に似た赤い実をつけることから。,早春、葉が出る前に木全体が黄金色に輝くほど小花を密集させて咲かせ、その鮮やかさが長く続くことから「持続」。秋には赤い実がなり、滋養強壮の漢方薬として昔から使われてきたことから、体を丈夫にする「強健」「耐久」。,"1月18日,3月17日",ミズキ科。中国、朝鮮半島原産。宮崎県の民謡『稗つき節』に出てくる「庭のさんしゅうの木」はこの木のことです。実は果実酒や漢方薬になります。,https://upload.wikimedia.org/wikipedia/commons/5/52/Cornus_officinalis_flower.jpg
