name,meaning,name_origin,meaning_origin,birth_flower,trivia,image_url
クリスマスローズ,"私の不安を和らげて,中傷,スキャンダル,追憶",クリスマスの時期に、バラに似た花を咲かせることから名付けられました。でも実はバラの仲間ではなく、キンポウゲの仲間です。,キリスト誕生の時、貧しい少女が「捧げるものがない」と泣いていた涙を、天使がバラのような花に変えてくれたという伝説から「追憶」。一方で、根に毒があることから「中傷」というちょっと怖い意味も持っています。,"11月16日,12月26日",キンポウゲ科。ヨーロッパ原産。花びらに見える部分は実は「ガク」で、花が終わっても長く散らずに残るため、「合格の花」として受験生に人気があります。,https://upload.wikimedia.org/wikipedia/commons/5/52/Helleborus_niger_001.jpg
クレオメ,"秘密のひととき,あなたの容姿に酔う,小さな愛",長く伸びた雄しべが蝶のようにも、蜘蛛の足のようにも見えることから、和名は「西洋風蝶草（セイヨウフウチョウソウ）」です。,夕方から咲き始めて、翌日の昼にはしぼんでしまう一日だけの花であることから、人目を避けて夜の間だけ楽しむ「秘密のひととき」。風に揺れる姿が蝶が舞うように優雅で、見る人をうっとりさせる美しさを持っています。,"8月8日,10月5日",フウチョウソウ科。熱帯アメリカ原産。こぼれ種で勝手に増えるほど丈夫です。夕方に咲くので、夏の夕涼みの庭にぴったりです。,https://upload.wikimedia.org/wikipedia/commons/a/ae/Cleome_hassleriana_bgiu.jpg
クレマチス,"旅人の喜び,精神の美,策略",ギリシャ語の「ツル（clema）」に由来します。細いツルをしなやかに伸ばして美しい花を咲かせることから、「ツル性植物の女王」と呼ばれます。,ヨーロッパの宿屋の玄関に植えられ、ツルが涼しい木陰を作って旅人を癒やしたことから「旅人の喜び」。一方で、昔のフランスで乞食がこの葉の汁で肌をただれさせ、同情を買ってお金を得たことから「策略」という恐ろしい裏の意味もあります。,"5月9日,7月2日,9月12日",キンポウゲ科。北半球原産。和名は「鉄線（テッセン）」。品種改良が盛んで、バラと一緒に庭に植えるととても相性が良いです。,https://upload.wikimedia.org/wikipedia/commons/2/25/Clematis_patens_cv_2.jpg
クロタネソウ（黒種草）,"夢の中の恋,深い愛,困惑",花が終わった後にできる種が真っ黒（ブラッククミン）であることから。英名は「ニゲラ」です。,英語名の「霧の中の恋（Love in a mist）」の通り、フワフワした糸のような葉に包まれて花が咲く幻想的な姿から「夢の中の恋」。花びらに見える部分は実はガクで、その複雑で繊細な構造から「困惑」ともされます。,"3月31日,4月21日,5月29日",キンポウゲ科。南ヨーロッパ原産。種はブラッククミンとしてスパイスに使われますが、独特の苦味があります。,https://upload.wikimedia.org/wikipedia/commons/2/22/Nigella_damascena_flower.jpg
クロッカス,"青春の喜び,切望,裏切らない,私を信じて",ギリシャ語の「糸（krokos）」に由来します。長く伸びた雌しべの形が糸のように見えるからです。,ヨーロッパに春を告げる代表的な花で、雪解けと共に一斉に咲く姿が、長く厳しい冬から解放される喜びと、春への期待を表すことから「青春の喜び」「切望」。ギリシャ神話の青年クロッカスの悲しい恋の物語にも由来します。,"1月3日,1月5日,1月31日",アヤメ科。地中海沿岸原産。高級スパイスの「サフラン」は、秋に咲くクロッカスの仲間です。春一番に咲くことから「春の妖精」の一つとも呼ばれます。,https://upload.wikimedia.org/wikipedia/commons/3/30/Crocus_vernus_bgiu.jpg
クロユリ（黒百合）,"恋,呪い,復讐",ユリ科の花で、黒紫色（ほぼ黒）の花を咲かせることから、そのまま「黒百合」と呼ばれます。,戦国武将・佐々成政の愛妾が、無実の罪で殺される際に「立山に黒百合が咲いたら佐々家は滅びる」と呪いの言葉を残した伝説から「呪い」「復讐」。アイヌ民族では、好きな人の近くにこっそり置いて、バレなければ恋が叶うという恋のおまじないの花でもあります。,"5月13日,6月25日",ユリ科。日本、北半球北部原産。花は腐った肉のような悪臭を放ちます。これはハエをおびき寄せて花粉を運んでもらうためです。,https://upload.wikimedia.org/wikipedia/commons/d/d7/Fritillaria_camschatensis_03.jpg
グラジオラス,"密会,用心,思い出,勝利",ラテン語の「剣（gladius）」に由来します。葉っぱの形が鋭い剣に似ているからです。剣闘士（グラディエーター）と同じ語源です。,古代ヨーロッパで、人目を忍ぶ恋人たちが、この花が咲いている数で待ち合わせの時間を知らせ合ったというロマンチックな伝説から「密会」「用心」。剣のような葉が、戦いの勝利や名誉を連想させるため「勝利」とも。,"3月29日,7月13日,11月16日",アヤメ科。アフリカ、地中海沿岸原産。和名は「唐菖蒲（トウショウブ）」。夏の花壇の主役として親しまれ、剣のようにスラリと伸びた花穂が華やかです。,https://upload.wikimedia.org/wikipedia/commons/e/e9/Gladiolus_communis_2.jpg
クルマバソウ（車葉草）,永遠の喜び,葉っぱが茎の周りに車輪のようにぐるりと並んで生える（輪生する）ことから名付けられました。,乾燥させると桜餅のような甘い香り（クマリンの香り）がして、その良い香りが長く続くことから、喜びがずっと続くという意味で「永遠の喜び」とされました。,5月19日,アカネ科。日本、ヨーロッパ原産。ハーブの「スイートウッドラフ」の親戚です。小さくて可憐な白い花を咲かせます。,https://upload.wikimedia.org/wikipedia/commons/4/4b/Galium_odoratum_002.jpg
クルミ（胡桃）,"知性,謀略,知恵",中国（胡）から来た、種が丸い（桃のような）実という意味で「胡桃」と書かれます。,実（仁）の形がしわくちゃで、人間の脳みそに似ていることから、昔は食べると頭が良くなると信じられ「知性」「知恵」とされました。硬い殻の中に実を隠している様子から「謀略」とも言われます。,"4月25日,10月28日",クルミ科。北半球原産。栄養満点で、大昔から保存食として大切にされてきました。木材はウォールナットと呼ばれ、高級家具に使われます。,https://upload.wikimedia.org/wikipedia/commons/1/16/Juglans_regia_male_flower_bgiu.jpg
クローバー（白詰草）,"幸福,約束,復讐,私を思って",オランダから荷物の詰め物（パッキン）として日本に入ってきたことから「白詰草」。葉がトランプのクラブ（棍棒）に似ていることからクローバーです。,三つ葉はキリスト教の「三位一体」を表し、めったに見つからない四つ葉は十字架に見立てられ「幸福」を呼ぶとされます。四つ葉には「私のものになって」という意味があり、約束を破ると「復讐」が待っているという怖い裏の意味もあります。,"5月9日,5月26日,6月17日",マメ科。ヨーロッパ原産。四つ葉が見つかる確率は1万分の1〜10万分の1と言われています。アイルランドの国花（シャムロック）でもあります。,https://upload.wikimedia.org/wikipedia/commons/b/b8/Trifolium_repens_white_clover.jpg
グロキシニア,"艶麗,華やかな日々,媚態",18世紀のドイツの植物学者ベンジャミン・ペーター・グロキシンの名前にちなんで名付けられました。,ビロードのような光沢のある花びらと、濃厚で鮮やかな色が、色気のある大人の女性の魅力を感じさせることから「艶麗（えんれい）」「媚態」。そのゴージャスさが、人生の絶頂期を思わせることから「華やかな日々」とも。,"6月13日,10月28日",イワタバコ科。ブラジル原産。鉢植えの花として人気ですが、寒さや直射日光に弱い、ちょっとデリケートなお姫様のような花です。,https://upload.wikimedia.org/wikipedia/commons/1/1d/Sinningia_speciosa_01.jpg
グロリオサ,"栄光,勇敢,燃える情熱",ラテン語の「栄光ある（gloriosus）」に由来します。燃え盛る炎のような花の形から名付けられました。,赤と黄色の波打つ花びらが、燃え上がる炎や王冠のように見えることから、勝利や名誉を称える「栄光」「勇敢」という力強い言葉がつきました。その情熱的な姿はまさに「燃える情熱」そのものです。,"5月28日,7月19日,10月19日",イヌサフラン科。アフリカ原産。別名「キツネユリ」。葉の先が巻きひげになっていて、他の植物に絡みついて伸びます。球根などに猛毒を含んでいるので注意が必要です。,https://upload.wikimedia.org/wikipedia/commons/2/2c/Gloriosa_superba.jpg
クンシラン（君子蘭）,"高貴,誠実,情け深い",明治時代に、学名の「高貴な（Nobilis）」を訳して「君子」と名付けられました。名前に蘭とつきますが、実はヒガンバナの仲間です。,名前の通り、君子（徳の高い立派な人）のような凛とした姿と、鮮やかなオレンジ色の花が気品を感じさせることから「高貴」「誠実」。親切で情に厚い人格者をイメージさせる花言葉を持っています。,"2月4日,3月5日,4月13日",ヒガンバナ科。南アフリカ原産。ラン科ではありませんが、葉っぱがランに似ているのでこの名前になりました。とても長生きで、株分けすれば何十年も生き続けます。,https://upload.wikimedia.org/wikipedia/commons/c/c2/Clivia_miniata_10.jpg
ケイトウ（鶏頭）,"おしゃれ,気取り屋,風変わり,色あせぬ恋,個性",花の形が雄鶏の立派なトサカ（鶏頭）にそっくりであることから名付けられました。,燃えるような赤色と、ビロードのような肉厚な質感、そしてトサカのように盛り上がった独特の形が、おしゃれに着飾って胸を張って歩く雄鶏のように見えることから「おしゃれ」「気取り屋」。「色あせぬ恋」は、ドライフラワーにしても鮮やかな色が長く残ることに由来します。,"8月24日,9月5日,9月8日",ヒユ科。熱帯アジア原産。万葉集にも登場するほど古くから親しまれている花です。花びらはなく、花に見える部分は茎が変形したものです。,https://upload.wikimedia.org/wikipedia/commons/e/e6/Celosia_argentea_var._cristata_SZ105.jpg
ケマンソウ（華鬘草）,"あなたに従う,冷淡,恋心,失恋",お寺の装飾具である「華鬘（けまん）」に似ていることから。別名「タイツリソウ（鯛釣草）」は、花がぶら下がる様子が鯛が釣れているように見えるからです。,弓なりにしなった茎に、ハート型のピンク色の花が一列に並んでぶら下がる姿が、愛する男性の後ろを三歩下がって歩く従順な女性のように見えることから「あなたに従う」。一方で、ハートの形がパカッと割れて中が見える構造から、傷ついた心や「失恋」という切ない意味も持っています。,"4月12日,5月26日,6月10日",ケシ科。中国原産。英語では「血を流す心臓（Bleeding Heart）」と呼ばれ、心臓から血が滴り落ちるような姿に見立てた、ちょっと怖い名前がついています。,https://upload.wikimedia.org/wikipedia/commons/2/23/Lamprocapnos_spectabilis_1.jpg
ゲッカビジン（月下美人）,"はかない美,艶やかな美人,あでやかな夜,ただ一度だけ会いたくて",夜に咲き始めて、翌朝にはしぼんでしまうことから「月下美人」と呼ばれます。昭和天皇がこの花の名前を尋ねた時、近くにいた人がとっさにこう答えたという逸話もあります。,濃厚で甘い香りを放ちながら、夜の闇の中で真っ白な大輪の花を咲かせ、朝が来る前に散ってしまう。その一晩だけの命を燃やす姿が、薄幸の美女を連想させることから「はかない美」「あでやかな夜」。一年に一度しか咲かないとも言われる希少性から「ただ一度だけ会いたくて」という言葉が生まれました。,"7月19日,8月23日,10月29日",サボテン科。メキシコ原産。コウモリに花粉を運んでもらうために夜に咲き、強い香りを出します。しぼんだ花は酢の物や天ぷらにして食べることができる珍味です。,https://upload.wikimedia.org/wikipedia/commons/1/1a/Epiphyllum_oxypetalum_Flower_1.jpg
ゲットウ（月桃）,"爽やかな愛,制約",つぼみの形が桃に似ていることから、月桃（げっとう）という美しい名前がつきました。沖縄では「サンニン」と呼ばれ、生活に欠かせない植物です。,葉には防虫効果のある独特の良い香り（ショウガとシナモンを混ぜたようなスパイシーな香り）があり、その香りが気分をリフレッシュさせ、悪いものを払うと信じられていることから「爽やかな愛」。実がたくさんなって、その重みで穂が垂れ下がる様子から「制約」とも。,9月20日,ショウガ科。東南アジア、沖縄原産。葉で餅を包んで蒸した「ムーチー（鬼餅）」は沖縄の伝統行事食です。実は胃薬や化粧品の原料に、茎の繊維は壁紙にと幅広く利用されます。,https://upload.wikimedia.org/wikipedia/commons/8/87/Alpinia_zerumbet_01.jpg
ケシ（芥子/罌粟）,"慰め,休息,感謝,眠り,忘却",実の中にある種が、芥子粒（けしつぶ）のようにものすごく小さいことから。ギリシャ神話の眠りの神ヒュプノスや夢の神モルペウスと深い関わりがあります。,ケシの実から採れる乳液（アヘン）には強力な鎮痛・睡眠作用があり、大昔から激しい痛みを和らげて安眠をもたらす薬として使われてきたことから「休息」「眠り」。苦しみを忘れさせてくれる力から「忘却」ともされますが、使い方を間違えると危険な二面性を持っています。,"3月2日,3月23日",ケシ科。地中海沿岸原産。日本では法律で栽培が厳しく禁止されており、許可なく育てると捕まります（ヒナゲシやポピーなどの園芸品種は育てても大丈夫です）。,https://upload.wikimedia.org/wikipedia/commons/f/fb/Papaver_somniferum_bgiu.jpg
コウボネ（河骨）,"秘めたる恋,崇高,男嫌い",川底の泥の中にある白くて太い根っこが、まるで骨（背骨）のように見えることから「河骨（こうほね）」という少し怖い名前がつきました。,水面から少しだけ顔を出して咲く黄色い花が、決して全開にはならず、中心を隠すように控えめに咲く姿が、人目を避けて想いを隠しているように見えることから「秘めたる恋」「男嫌い」。泥の中から清らかな花を咲かせる姿は「崇高」でもあります。,"6月26日,8月13日",スイレン科。日本、北半球原産。根っこは乾燥させて「川骨（センコツ）」という漢方薬になり、止血や強壮、打撲の薬として使われます。,https://upload.wikimedia.org/wikipedia/commons/e/ec/Nuphar_japonica_2.jpg
コキア,"恵まれた生活,あなたに全て打ち明けます,夫婦円満",昔の属名の「Kochia」が由来です。和名は茎を乾燥させてほうきを作ることから「箒木（ホウキギ）」や「箒草（ホウキグサ）」。,秋になると、緑色だった丸いモコモコが鮮やかな赤色に一斉に紅葉する様子が、頬を赤らめて愛を告白している少女のように見えることから「あなたに全て打ち明けます」。枝が丈夫なほうきになり生活の役に立つことや、実が食べられることから「恵まれた生活」。,"1月31日,9月18日,10月16日",ヒユ科。アジア原産。実は「とんぶり」として食用になり、そのプチプチした食感から「畑のキャビア」と呼ばれます。国営ひたち海浜公園の丘一面の紅葉が絶景として有名です。,https://upload.wikimedia.org/wikipedia/commons/a/af/Bassia_scoparia_02.jpg
コチョウラン（胡蝶蘭）,"幸福が飛んでくる,純粋な愛,共にする喜び,あなたを愛します",花の形が、白い蝶がひらひらと舞っているように見えることから「胡蝶蘭」。学名もギリシャ語で「蛾のような」という意味です。,優雅に広がった花びらが、幸せを運ぶ蝶がひらひらと舞い込んでくるように見えるため、家に幸運をもたらすとして「幸福が飛んでくる」。この最高に縁起の良い意味と、花持ちが良く1ヶ月以上も咲き続けることから、お祝いの贈り物として不動の人気を誇っています。,"1月17日,10月17日,12月3日",ラン科。東南アジア原産。土に根を張らず、木の上に根を広げて着生する性質を持っています。白は「清純」、ピンクは「あなたを愛します」の意味を持ちます。,https://upload.wikimedia.org/wikipedia/commons/7/75/Phalaenopsis_amabilis_L_Orchi_06.jpg
コデマリ（小手毬）,"優雅,上品,努力する,友情",小さな白い花が集まって、小さな手毬（ボール）のように見えることから名付けられました。中国原産で、江戸時代に日本に来ました。,小さな白い花が数十個びっしりと集まって丸い形を作り、それが枝垂れる枝にいくつも並ぶ様子が、一つ一つの小さな努力の積み重ねが美しい形になったように見えることから「努力する」。風に揺れる枝垂れ姿の美しさから「優雅」「上品」とされました。,"4月2日,4月19日,4月24日",バラ科。中国原産。オオデマリ（スイカズラ科）とは名前が似ていますが全く別の植物です。とても丈夫で育てやすく、春の庭を明るく彩ってくれます。,https://upload.wikimedia.org/wikipedia/commons/3/30/Spiraea_cantoniensis1.jpg
コブシ（辛夷）,"友情,歓迎,信頼,演歌",つぼみの形が、子供の握り拳（こぶし）に似ていることから名付けられました。漢字の「辛夷」は中国の生薬名を当てたものです。,早春、葉が出るよりも先に真っ白な花を一斉に咲かせる様子が、両手を広げて春の訪れを喜び、歓迎しているように見えることから「歓迎」「友情」。農家にとって田植えを始める時期を教えてくれる花であったことから「信頼」のシンボルともされました。,"3月8日,3月24日",モクセイ科。日本原産。北海道などの寒い地域では桜より早く春を告げる花として愛され、別名「田打ち桜」とも呼ばれます。千昌夫の『北国の春』の歌詞でも有名ですね。,https://upload.wikimedia.org/wikipedia/commons/c/c9/Magnolia_kobus_1.jpg
コマクサ（駒草）,"高嶺の花,誇り,気高い心",花の形が馬（駒）の顔に似ていることから名付けられました。学名は「二つの距」という意味で、花の突起を表しています。,標高2000mを超える高山の、常に強風が吹き荒れ砂や石が動くような過酷な環境に、他の植物を寄せ付けず孤高に咲く姿から「高嶺の花」「気高い心」。その美しさと生きる環境の厳しさから「高山植物の女王」と呼ばれます。,"7月31日,8月25日",ケシ科。日本固有種。地上部分は可憐ですが、地下には深さ1m以上にもなる長い根を張り、不安定な砂礫地で生き抜くものすごい生命力を持っています。,https://upload.wikimedia.org/wikipedia/commons/e/ee/Dicentra_peregrina_flower.jpg
コリウス,"かなわぬ恋,健康,善良な家風",ラテン語の「鞘（さや）」に由来します。花のつき方が刀の鞘に似ているからです。和名は「金襴紫蘇（キンランジソ）」。,花ではなく葉の美しさを楽しむ植物で、葉の色は赤、黄、紫と鮮やかで変化に富んでいますが、花はシソに似た地味なものであることから、葉の美しさに花が負けてしまう「かなわぬ恋」。一年中鮮やかな葉を茂らせることから「健康」。,"8月18日,10月20日",シソ科。熱帯アジア原産。葉の模様のバリエーションがすごく豊富で、夏の花壇の彩りとして欠かせません。花言葉の「恋の絶望」は、葉の派手さに比べて花が目立たないことに由来します。,https://upload.wikimedia.org/wikipedia/commons/a/ad/Coleus_scutellarioides_01.jpg
コスモス（秋桜）,"調和,乙女の純真,謙虚,野生の美",ギリシャ語で「秩序」「美しい」「宇宙」を意味する「kosmos」に由来します。花びらがきれいに並ぶバランスの取れた美しさから名付けられました。,花びらがきれいに整列して咲く様子から「調和」。細い茎の先で風に揺れる繊細な姿や、ピンクや白の清潔感のある色合いが、清らかな少女を連想させることから「乙女の純真」。明治時代に日本に来て、あっという間に広がって日本の秋の風景になりました。,"9月27日,10月6日,10月14日",キク科。メキシコ原産。本来は日が短くなると咲く植物ですが、品種改良により夏から咲く品種も多いです。山口百恵の歌『秋桜』により、母と娘の絆を象徴する花ともなりました。,https://upload.wikimedia.org/wikipedia/commons/4/4b/Cosmos_bipinnatus_4.jpg
ゴデチア,"変わらぬ愛,静かな喜び,お慕いいたします",スイスの植物学者ゴデの名前にちなんで名付けられました。和名は「色待宵草（イロマツヨイグサ）」。,春から初夏にかけて、サテンのような光沢のある鮮やかな花を咲かせますが、その咲き姿が派手すぎず、どこか上品で落ち着いた雰囲気を持っていることから「静かな喜び」とされました。季節が変わっても美しく咲く姿から「変わらぬ愛」。,"4月15日,5月22日",アカバナ科。北米原産。花びらが薄く、紙細工のように見えることから、英語では「サテンフラワー」と呼ばれます。,https://upload.wikimedia.org/wikipedia/commons/1/15/Clarkia_amoena.jpg
コリアンダー（パクチー）,"隠れた価値,辛辣,隠れた美点",ギリシャ語の「カメムシ」に由来します。葉や未熟な実がカメムシのような独特の強い匂いを放つからです。,独特の強い香り（悪臭とも言われます）があるため好き嫌いが分かれますが、料理に使うと味が劇的に引き立つスパイスになることから、外見や第一印象ではわからない「隠れた価値」。毒舌家を意味する「辛辣」とも。,"1月19日,6月26日",セリ科。地中海沿岸原産。葉はパクチー（シャンツァイ）、種はコリアンダーシードとしてカレーなどに使われます。古代エジプトでは薬や魔除けとして使われていました。,https://upload.wikimedia.org/wikipedia/commons/9/91/Coriandrum_sativum_flower.jpg
ゴムノキ（ゴムの木）,永久の幸せ,樹液から天然ゴムが採れることから。観葉植物としては「インドゴムノキ」などを指します。,とても丈夫で生命力が強く、家の中に置くと長く緑を保ち続けることから、終わりのない「永久の幸せ」を象徴するとされます。ハワイでは「ホ・オ・ポノポノ（和解と許し）」の精神を象徴する木とも言われ、家の中の気を整えるそうです。,10月18日,クワ科。熱帯地域原産。花言葉が良いので、新築祝いや開店祝いに人気の観葉植物です。風水では「陽の気」を持ち、家の中を明るくすると言われています。,https://upload.wikimedia.org/wikipedia/commons/0/07/Ficus_elastica_leaves_02.jpg
カミツレ（カモミール）,"逆境に耐える,苦難の中の力,親交,仲直り",オランダ語の「kamille」が変化してカミツレになりました。英語のChamomileはギリシャ語で「大地のリンゴ」を意味し、花にリンゴのような甘い香りがあることに由来します。,生命力が非常に強く、踏まれても踏まれてもよく育つことから「逆境に耐える」。また、近くに植えられた他の植物を病気や虫から守り、元気にする「植物のお医者さん」としての力を持つことから「苦難の中の力」「親交」とされました。,"2月14日,3月14日,11月3日",キク科。ヨーロッパ原産。ピーターラビットが風邪を引いた時にお母さんに淹れてもらったお茶として有名です。心と体をリラックスさせる効果があります。,https://upload.wikimedia.org/wikipedia/commons/c/c8/Matricaria_chamomilla.JPG
カンツバキ（寒椿）,"謙譲,愛嬌,申し分のない愛らしさ",冬の寒い時期（寒中）に咲くツバキの仲間であることから。実際にはサザンカとツバキのハーフ（またはサザンカの変種）とされています。,花びらが散りやすいサザンカの性質を受け継いでいて、冬の寒風の中でハラハラと花びらを散らす姿が、儚げで愛らしいことから「申し分のない愛らしさ」。華やかなツバキに比べて控えめな美しさから「謙譲」。,"11月25日,12月10日",ツバキ科。日本固有種。背が高くならず横に広がるため、公園の生垣やグランドカバーによく使われます。,https://upload.wikimedia.org/wikipedia/commons/8/87/Camellia_hiemalis.jpg
キリンソウ（麒麟草）,"警戒,少年の愛,陽気",黄色い花が、中国の伝説上の聖獣「麒麟」を連想させることや、背が高く伸びる様子に由来すると言われています。,肉厚の葉を持ち、乾燥した岩場など厳しい環境でも育つ強さがありますが、葉がポキっと折れやすい多肉植物特有の繊細な性質から、壊れやすい「少年の愛」や、身を守る「警戒」がつきました。,8月25日,ベンケイソウ科。日本原産。アキノキリンソウ（キク科）とは全く別の植物です。海岸の岩場などに生えている多肉植物です。,https://upload.wikimedia.org/wikipedia/commons/7/70/Phedimus_aizoon_var._floribundus_2.jpg
クマガイソウ（熊谷草）,"見かけ倒し,気まぐれな美人,闘志,防御",袋状の花の形を、源平合戦の武将・熊谷直実が背負っていた母衣（ほろ＝矢を防ぐ武具）に見立てて名付けられました。,アツモリソウ（平敦盛）を討ち取った熊谷直実の名を冠しています。大きく膨らんだ花が、敵を威嚇して自分を大きく見せているように感じることから「見かけ倒し」「防御」。アツモリソウよりも花が大きく、武骨で力強い印象を与えます。,"4月13日,5月10日",ラン科。日本原産。扇形の大きな葉が特徴です。アツモリソウと共に、園芸目的の乱獲で絶滅の危機に瀕しています。,https://upload.wikimedia.org/wikipedia/commons/e/e3/Cypripedium_japonicum_2.jpg
ケヤキ（欅）,"幸運,健康,長寿",「際立って美しい木」を意味する「けやけき木」が変化してケヤキになったと言われています。,寿命が長く、空に向かって扇状に大きく枝を広げる雄大な姿が、見る人に安心感と生命力を感じさせることから「健康」「長寿」。この木がある家は栄えると言われ「幸運」のシンボルとされています。,10月15日,ニレ科。日本、東アジア原産。日本の代表的な広葉樹で、多くの自治体の「市の木」に指定されています。木目が美しく、高級家具や建築材として大切にされています。,https://upload.wikimedia.org/wikipedia/commons/9/9e/Zelkova_serrata_leaves.jpg
コーヒーノキ（コーヒーの木）,一緒に休みましょう,コーヒーの実や種（豆）から作られる飲み物が、休息のひとときに欠かせないものであることから。,コーヒーに含まれるカフェインの眠気覚まし効果や、香りのリラックス効果が、人々に安らぎと語らいの時間を提供することから、そのまま「一緒に休みましょう」という温かい花言葉がつきました。,12月13日,アカネ科。エチオピア原産。ジャスミンのような甘い香りの白い花を咲かせ、その後「コーヒーチェリー」と呼ばれる赤い実をつけます。,https://upload.wikimedia.org/wikipedia/commons/c/c5/Coffea_arabica_002.jpg
カツラ（桂）,"不変,不滅,憂鬱,届かぬ思い",葉が良い香りがすることから「香出（かづ）る」が変化して「カツラ」になったと言われています。きれいなハート型の葉が特徴です。,中国の伝説では、月には巨大な桂の木があり、ある男がそれを切り倒そうと永遠に斧を振るっている（切ってもすぐに再生してしまう）という物語があります。そこから、永遠に続く「不変」「不滅」や、努力が報われない「届かぬ思い」という言葉が生まれました。,10月16日,カツラ科。日本、中国原産。秋になると葉が黄色く紅葉し、醤油やキャラメル、あるいは綿あめのような甘くて香ばしい香りを漂わせます。,https://upload.wikimedia.org/wikipedia/commons/9/9e/Cercidiphyllum_japonicum_leaves.jpg
カボチャ（南瓜）,"広大,大きさ,見せかけ,包容力",カンボジアから伝わった瓜なので「カボチャ」。漢字の「南瓜」は南蛮渡来の瓜という意味です。,ツルを長く伸ばして地面を覆い尽くし、どっしりとした大きな実を結ぶ姿から「広大」「包容力」。ハロウィンのランタンのように、中身をくり抜いて飾りにすることから「見せかけ」という意味も持っています。,12月21日,ウリ科。南北アメリカ大陸原産。冬至にカボチャを食べると風邪を引かないと言い伝えられています。実はビタミンEやβカロテンの宝庫です。,https://upload.wikimedia.org/wikipedia/commons/5/5c/Cucurbita_maxima_Duchesne_G.H.jpg
カラスノエンドウ,"小さな恋人たち,喜びの訪れ,未来の幸せ",熟した豆のさやが真っ黒になり、それをカラスに見立てたことから。正式な名前は「ヤハズエンドウ」です。,春の野原に、小さなピンク色の蝶のような形の花が、二つ並んで仲良く咲く姿が、まるで恋人たちが寄り添っているように見えることから「小さな恋人たち」。春の訪れを告げる花なので「喜びの訪れ」とも。,3月20日,マメ科。地中海沿岸原産。「ピーピー豆」とも呼ばれ、子供の頃に豆を取り出して草笛にして遊んだ人も多い植物です。,https://upload.wikimedia.org/wikipedia/commons/7/74/Vicia_sativa_subsp._nigra_aka.jpg
クズ（葛）,"芯の強さ,活力,治癒,恋の溜息",昔、奈良県の国栖（くず）という地域の人たちが、この植物を売り歩いたことに由来すると言われています。,荒れ地でもものすごい勢いでツルを伸ばして広がるたくましい生命力から「活力」「芯の強さ」。根から作られる漢方薬「葛根湯（かっこんとう）」が風邪を治すことから「治癒」。秋の七草の一つでもあります。,"9月13日,9月21日",マメ科。日本、東アジア原産。根から採れるデンプン（本葛）は高級食材ですが、海外では繁殖力が強すぎて「グリーンモンスター」と呼ばれ恐れられています。,https://upload.wikimedia.org/wikipedia/commons/6/69/Pueraria_montana_var._lobata_flower.jpg
コケ（苔）,"母性愛,信頼,孤独,物思い",昔は「木毛（こけ）」と書き、木に生える毛のように見えることに由来します。,岩や地面を覆うように広がり、寒さや乾燥から大地を優しく包み込んで守る姿が、母なる愛を感じさせることから「母性愛」。静かな森の奥でひっそりと息づく姿から「孤独」「物思い」とも。,"1月29日,8月10日,12月2日",コケ植物の総称。日本庭園の美しさには欠かせない存在で、国歌「君が代」でも「苔のむすまで」と歌われるように、長い年月と永遠の象徴でもあります。,https://upload.wikimedia.org/wikipedia/commons/3/36/Polytrichum_commune_Omachi.jpg
ゴボウ（牛蒡）,"私に触れないで,いじめないで,用心",中国原産で、牛の尻尾のような形をしている草（蒡）であることから「牛蒡」と書かれます。,花が終わった後にできる実（種）に鋭いトゲがあり、動物の毛や人の服にくっつく（いわゆる「ひっつき虫」）性質があることから、警戒させる意味で「私に触れないで」「用心」という言葉がつきました。,3月29日,キク科。ユーラシア大陸原産。根っこを野菜として食べるのは、世界中でも日本と台湾くらいです。欧米人には「木の根を食べている」と驚かれることがあります。,https://upload.wikimedia.org/wikipedia/commons/d/d4/Arctium_lappa_flowerhead_2.jpg
ゴクラクチョウカ（極楽鳥花）,"輝かしい未来,恋する伊達男,気取った恋,万能",鮮やかなオレンジと青の花が、ニューギニアの美しい鳥「極楽鳥（フウチョウ）」の求愛ポーズに似ていることから名付けられました。,極彩色でエキゾチックな花の姿が、明るい未来や情熱的な恋心を連想させることから「輝かしい未来」。派手に着飾って異性の気を引こうとするプレイボーイのように見えることから「恋する伊達男」「気取った恋」。,"11月23日,12月16日",バショウ科。南アフリカ原産。くちばしのような部分から鮮やかな花が立ち上がる姿はインパクト抜群で、一度見たら忘れられません。,https://upload.wikimedia.org/wikipedia/commons/e/e4/Strelitzia_regina.jpg
キリ（桐）,"高尚,高潔",中国の伝説の霊鳥「鳳凰（ほうおう）」が止まる唯一の木とされ、神聖視されたことに由来します。「木目がきれい（きらきら）」や「切ってもすぐ芽が出る（きり）」が語源という説もあります。,鳳凰が宿る神聖な木という伝説から、最高位の品格を表す「高尚」。日本国政府の紋章（五七の桐）にも使われていて、皇室の菊の御紋に次ぐ格式高い植物とされています。,該当なし,キリ科。日本、中国原産。日本で一番軽い木材で、湿気を通さないため高級なタンスや琴の材料になります。初夏に薄紫色のきれいな花を咲かせます。,https://upload.wikimedia.org/wikipedia/commons/2/27/Paulownia_tomentosa_flower.jpg
